property1,property2,property3,property4,property6,property7,index,url
"Famagusta, Church of St. Anne",,,,35.12579314,33.93745486,1282,http://mappinggothic.org/building/2252
"Famagusta, Armenian Church",,1350,,35.12738579,33.93628541,1283,http://mappinggothic.org/building/2253
"Famagusta, Twin Churches (Hospitallers and Templars)",,,,35.12548189,33.94063574,1284,http://mappinggothic.org/building/2255
"Famagusta, St. Clare (?)",,,,35.12802688,33.94011786,1285,http://mappinggothic.org/building/2256
"Aphendrika, Church of the Virgin",,,,35.64793161,34.44117068,1286,http://mappinggothic.org/building/2257
"Aphendrika, Asomatos",,,,35.64719054,34.44102048,1287,http://mappinggothic.org/building/2258
"Sykha, Church of the Virgin",,,,,,1288,http://mappinggothic.org/building/2259
"Leonarisso, Panayia Karnakaria",,,,35.47845922,34.16541729,1289,http://mappinggothic.org/building/2260
"Apostolos Andreas, Church",Church,,,35.65941361,34.57405719,1290,http://mappinggothic.org/building/2261
"Eleousa, Church",,,,35.58931977,34.33724016,1291,http://mappinggothic.org/building/2262
"Mesarea, Avigasida Monastery",,,,35.22780726,33.79582498,1292,http://mappinggothic.org/building/2263
Agios Sergios,,,,35.20279968,33.85495428,1293,http://mappinggothic.org/building/2264
"Galinoporni, Church",,,,35.52922614,34.30790428,1294,http://mappinggothic.org/building/2265
"Trapeza, Church",,,,,,1295,http://mappinggothic.org/building/2266
Ayia Napa Monastery,,,,34.98852041,33.99870151,1296,http://mappinggothic.org/building/2267
"Stazousa, Church",,,,34.90400902,33.4860909,1297,http://mappinggothic.org/building/2268
"Stavrovouni, Monastery",,,,34.88576259,33.43545079,1298,http://mappinggothic.org/building/2269
"Pyrga, St. Catherine’s Chapel",,,,34.92567112,33.43123704,1299,http://mappinggothic.org/building/2270
Vavla,,,,34.85837874,33.26927185,1300,http://mappinggothic.org/building/2272
"Choirokitia, Our Lady of the Field",,,,34.80201556,33.34136963,1301,http://mappinggothic.org/building/2273
"Tochni, Church of the Holy Cross",,,,34.78223201,33.32326055,1302,http://mappinggothic.org/building/2274
"Akrotiri, St. Nicholas of the Cats",,,,34.57504675,33.01315308,1303,http://mappinggothic.org/building/2275
"Karmi, The Carmelite Monastery",,,,34.68627994,32.98422813,1304,http://mappinggothic.org/building/2276
"Paphos, Cathedral",Cathedral,,,34.75971346,32.41196811,1305,http://mappinggothic.org/building/2277
"Paphos, Franciscan Church",Franciscan Church,,,34.75815332,32.4139905,1306,http://mappinggothic.org/building/2278
Church of Timios Stavros (Holy Cross),,,,34.88372958,32.96767354,1307,http://mappinggothic.org/building/2279
"Pedoulas, Church of Archangelos Michaell",Church of Archangelos Michaell,,,34.96855615,32.81874925,1308,http://mappinggothic.org/building/2280
"Kalopanagiotis, Ayios Ionannis Lambadhistis Monastery",Ayios Ionannis Lambadhistis Monastery,,,34.99225575,32.83017814,1309,http://mappinggothic.org/building/2281
"Moutoullas, Church of Panayia",Church of Panayia,,,34.98442404,32.82498002,1310,http://mappinggothic.org/building/2282
"Kakopetria, Church of Ayios Nikolaos of the Roofs",,,,34.97685531,32.88925111,1311,http://mappinggothic.org/building/2283
"Galata, Church of Agios Sozomenos",,,,34.99701066,32.89851546,1312,http://mappinggothic.org/building/2284
"Galata, Church of Panayia Podhithou",,,,35.00032037,32.88326424,1313,http://mappinggothic.org/building/2285
"Nikitari, Church of Panayia Phorviotissa (Asinou)",,,,35.04640973,32.9732899,1314,http://mappinggothic.org/building/2286
"Lagoudera, Church of Panayia tou Arakou",,,,34.96586215,33.00551396,1315,http://mappinggothic.org/building/2287
Church of Stavros (Holy Cross) Ayiasmati,,,,34.96663366,33.03317558,1316,http://mappinggothic.org/building/2288
"Church of Agios Mamas, Louvaras",Louvaras,,,34.83747018,33.04362815,1317,http://mappinggothic.org/building/2289
"Kyrenia, Bellapais Abbey",,,,35.30742956,33.35559189,1318,http://mappinggothic.org/building/2290
"Famagusta, Church of the Franciscans",,,,35.12491133,33.9409354,1319,http://mappinggothic.org/building/2291
"Famagusta, Unidentified Church 13",,,,35.12413254,33.94464758,1320,http://mappinggothic.org/building/2292
"Famagusta, Unidentified Church 14",,,,,,1321,http://mappinggothic.org/building/2293
"Famagusta, Unidentified Church 15",,,,35.12351608,33.94024875,1322,http://mappinggothic.org/building/2294
"Famagusta, Unidentified Church 16",,,,35.12324843,33.94035068,1323,http://mappinggothic.org/building/2295
"Famagusta, Unidentified Church 17",,,,35.12661149,33.936955,1324,http://mappinggothic.org/building/2296
"Famagusta, Unidentified Church 18",,,,35.12320675,33.94204047,1325,http://mappinggothic.org/building/2297
"Choirokoitia, Panagia tou Kampou",,,,34.79763203,33.32912683,1326,http://mappinggothic.org/building/2308
"Rhodes, Cathedral",Cathedral,,,36.44308686,28.23129058,1327,http://mappinggothic.org/building/2309
"Borgos, Cathdral",Cathdral,,,42.15072472,-3.564453125,1328,http://mappinggothic.org/building/2310
"Cologne, Cathedral",,,,50.94137924,6.958045959,1329,http://mappinggothic.org/building/2311
"Oasis, Hagios Philion",Hagios Philion,,,35.63046745,34.37384638,1330,http://mappinggothic.org/building/2312
"Famagusta, Church of St. Anthony",,,,35.12525795,33.94457247,1331,http://mappinggothic.org/building/2314
"Gialia, Church",,,,35.09564377,32.53221103,1332,http://mappinggothic.org/building/2319
"Geroskipou, Ayia Paraskivi",,,,34.75953521,32.45297858,1333,http://mappinggothic.org/building/2320
"Nicosia, Library of Sultan Mahmut II",,,,35.17657442,33.36516029,1334,http://mappinggothic.org/building/2323
Cordova,,,,37.87869705,-4.772949219,1335,http://mappinggothic.org/building/2328
"Cambridge, The Round Church",,,,52.20844163,0.11884835,1336,http://mappinggothic.org/building/2381
"Cordoba, Cathedral",,,,37.87888232,-4.779334698,1337,http://mappinggothic.org/building/2382
"Lincoln, Cathedral",,1073,,53.23425713,-0.536267791,1338,http://mappinggothic.org/building/2383
"Avila, Cathedral",,,,40.65573536,-4.697096348,1339,http://mappinggothic.org/building/2384
"Cuenca, Cathedral",,,,40.07854605,-2.129177884,1340,http://mappinggothic.org/building/2385
"Burgos, Abbey of Santa María la Real de Las Huelgas",Abbey of Santa María la Real de Las Huelgas,,,42.33652038,-3.719872669,1341,http://mappinggothic.org/building/2386
"Burgos, Cathedral",Cathedral,,,42.34081079,-3.704423145,1342,http://mappinggothic.org/building/2387
"León, Cathedral",,,,42.59952352,-5.566519932,1343,http://mappinggothic.org/building/2388
"Toledo, Cathedral of Saint Mary",,,,39.85708795,-4.02363284,1344,http://mappinggothic.org/building/2389
"Olite, Palacio Real de Olite",,,,42.48372529,-1.650140718,1345,http://mappinggothic.org/building/2390
"Teruel, Torre de San Martín",,,,40.34411997,-1.109364466,1346,http://mappinggothic.org/building/2391
"Palma de Mallorca, Cathedral od Santa Maria",,,,39.56745172,2.648345991,1347,http://mappinggothic.org/building/2392
"Valencia, Llotja de la Seda",,,,39.47422504,-0.378414229,1348,http://mappinggothic.org/building/2393
"Barcelona, Santa Maria del Mar",,,,41.38396155,2.18212442,1349,http://mappinggothic.org/building/2394
"Barcelona, Barcelona Royal Shipyard",,,,41.37540405,2.176416679,1350,http://mappinggothic.org/building/2395
"Barcelona, Palau Reial Major",,,,41.38425135,2.177596851,1351,http://mappinggothic.org/building/2396
"Girona, Cathedral",,,,41.98737994,2.826423212,1352,http://mappinggothic.org/building/2397
"Oviedo, Cathedral of San Salvador",,,,43.36264178,-5.843087868,1353,http://mappinggothic.org/building/2398
"Seville, Catedral de Santa María de la Sede",,,,37.3858149,-5.993076996,1354,http://mappinggothic.org/building/2399
"Segovia, Cathedral",,,,40.9500486,-4.125111536,1355,http://mappinggothic.org/building/2400
"Salamanca, Catedral Nueva",,,,40.96069546,-5.665879682,1356,http://mappinggothic.org/building/2401
"Saragossa, La Seo Cathedral",,,,41.65471396,-0.875862078,1357,http://mappinggothic.org/building/2402
"Santiago de Compostela, Cathedral",,,,42.88063187,-8.544339158,1358,http://mappinggothic.org/building/2403
"Jaca, Cathedral",,,,42.57056447,-0.549147562,1359,http://mappinggothic.org/building/2404
"Córdoba, Catedral de Nuestra Señora de la Asunción",,,,37.87907673,-4.779307679,1360,http://mappinggothic.org/building/2405
"Granada, Cathedral",,,,37.17660781,-3.598883585,1361,http://mappinggothic.org/building/2406
"Alcobaça, Monastery",,,,39.54817856,-8.979148106,1362,http://mappinggothic.org/building/2407
"Porto, Church of São Francisco",,,,41.1409607,-8.615504936,1363,http://mappinggothic.org/building/2408
"Coimbra, Monastery of Santa Clara-a-Velha",,,,40.20271434,-8.433527783,1364,http://mappinggothic.org/building/2409
"Lisbon, Carmo Convent",,,,38.71227936,-9.139962629,1365,http://mappinggothic.org/building/2410
"Lisbon, Cathedral",,,,38.70987247,-9.132817224,1366,http://mappinggothic.org/building/2411
"Évora, Cathedral",,,,38.56996354,-7.905689058,1367,http://mappinggothic.org/building/2412
"Istanbul, Kariye Camii (Chora Church)",,,,41.03127077,28.93908522,1368,http://mappinggothic.org/building/2413
"Avila, San Vicente",,,,40.65725472,-4.696711735,1369,http://mappinggothic.org/building/2415
"Bristol, Cathedral",,,,51.4517435,-2.600725947,1370,http://mappinggothic.org/building/2416
"Bristol, Saint Mary Redcliffe",,,,51.44834693,-2.5895465,1371,http://mappinggothic.org/building/2417
"Cambridge, King’s College",,1441,,52.20481537,0.116544904,1372,http://mappinggothic.org/building/2418
"Chichester, Cathedral",,,,50.83626883,-0.780804215,1373,http://mappinggothic.org/building/2419
"Ely, Cathedral",,,,52.39876263,0.263808908,1374,http://mappinggothic.org/building/2420
"Exeter, Cathedral",,,,50.72261787,-3.529961167,1375,http://mappinggothic.org/building/2421
"Ripon, Fountains Abbey",,,,54.10993662,-1.581269501,1376,http://mappinggothic.org/building/2422
Glastonbury Abbey,,,,51.1466827,-2.716294287,1377,http://mappinggothic.org/building/2423
"Gloucester, Cathedral",,,,51.8673675,-2.246435641,1378,http://mappinggothic.org/building/2424
"New Shoreham, Saint Mary de Haura",,,,50.83293815,-0.274432216,1379,http://mappinggothic.org/building/2425
"Oxford, Cathedral",,,,51.75104437,-1.25277842,1380,http://mappinggothic.org/building/2426
Pershore Abbey,,,,52.11036964,-2.077600831,1381,http://mappinggothic.org/building/2427
"Peterborough, Cathedral",,,,52.57254184,-0.239306735,1382,http://mappinggothic.org/building/2428
Rievaulx Abbey,,,,54.25760409,-1.116191553,1383,http://mappinggothic.org/building/2429
"Ripon, Cathedral",,,,54.13504576,-1.520047593,1384,http://mappinggothic.org/building/2430
"Rochester, Cathedral",,,,51.38890975,0.503332577,1385,http://mappinggothic.org/building/2431
"Saint Albans, Cathedral",Cathedral,,,51.75874254,-0.326765238,1386,http://mappinggothic.org/building/2432
"Salisbury, Cathedral",,,,51.06493964,-1.797419708,1387,http://mappinggothic.org/building/2433
Selby Abbey,,,,53.78399547,-1.066998869,1388,http://mappinggothic.org/building/2434
"Southwell, Minster",,,,53.07679417,-0.954000868,1389,http://mappinggothic.org/building/2435
Tewkesbury Abbey,,,,51.990417,-2.160788,1390,http://mappinggothic.org/building/2436
"Wells, Cathedral",Cathedral,,,51.21035974,-2.64349375,1391,http://mappinggothic.org/building/2437
"Winchester, Cathedral",,,,51.06062863,-1.313144134,1392,http://mappinggothic.org/building/2438
"Worcester, Cathedral",,,,52.18884776,-2.220815069,1393,http://mappinggothic.org/building/2439
York Minster,,,,53.96250184,-1.082048474,1394,http://mappinggothic.org/building/2440
"Rome, Santa Maria sopra Minerva",,,,41.89803131,12.4786542,1395,http://mappinggothic.org/building/2442
"Naples, Sant Eligio",Sant Eligio,,,40.85077547,14.25547344,1396,http://mappinggothic.org/building/2443
Fossanova Abbey,,,,41.43855479,13.19590908,1397,http://mappinggothic.org/building/2444
"Florence, Duomo",,,,43.77326557,11.25707966,1398,http://mappinggothic.org/building/2445
"Ur, Great Ziggurat",,,,30.96183017,46.1023939,1399,http://mappinggothic.org/building/2446
"Aachen, Cathedral",,,,50.78816761,6.092485,1400,http://mappinggothic.org/building/2447
"Annaberg, Saint Anne",,,,50.57884933,13.0053262,1401,http://mappinggothic.org/building/2448
"Augsburg, Cathedral",,,,48.30103859,10.81660609,1402,http://mappinggothic.org/building/2449
"Erbil, Citadel",,,,36.23046872,44.00906924,1403,http://mappinggothic.org/building/2450
"Kyoto, Kiyomizu-dera",,,,35.00165122,135.7693022,1404,http://mappinggothic.org/building/2451
"Ajanta, Cave 9",,,,20.55346241,75.70088089,1405,http://mappinggothic.org/building/2452
"Bonn, Minster",,,,50.73333163,7.099767138,1406,http://mappinggothic.org/building/2453
"Zarakas, Our Lady of Zaraka",Our Lady of Zaraka,,,37.86705631,22.45820597,1407,http://mappinggothic.org/building/2454
Isova Monastery,,,,37.51157578,21.78236037,1408,http://mappinggothic.org/building/2455
Daphni Monastery,,,,38.01297219,23.63587946,1409,http://mappinggothic.org/building/2456
"Andravidia Monastery, Saint Sophia",,,,37.90002485,21.26663983,1410,http://mappinggothic.org/building/2457
Vlachernes Monastery,,,,37.96184365,21.17555618,1411,http://mappinggothic.org/building/2459
"Candia, Saint Peter Martyr",,,,35.33714888,25.14624035,1412,http://mappinggothic.org/building/2460
"Cologne, Dominican Church",,,,50.94049221,6.965428441,1413,http://mappinggothic.org/building/2461
"Cologne, Minorite Church",,,,50.93216249,6.967316716,1414,http://mappinggothic.org/building/2462
"Cologne, St Aposteln",,,,50.92805117,6.968346685,1415,http://mappinggothic.org/building/2463
"Cologne, Great St Martin",,,,50.93692251,6.966286748,1416,http://mappinggothic.org/building/2464
"Cologne, St Gerion",,,,50.92339844,6.970749944,1417,http://mappinggothic.org/building/2465
"Ebrach, Cistercian Church",,,,49.84747333,10.49535525,1418,http://mappinggothic.org/building/2466
"Frankfurt-am-Main, St Bartholomew",,,,50.11072945,8.685463368,1419,http://mappinggothic.org/building/2467
Heiligenkreuz Abbey,,,,48.05515736,16.13189938,1420,http://mappinggothic.org/building/2468
Heisterbach Abbey,,,,50.69512567,7.212232162,1421,http://mappinggothic.org/building/2469
"Ingolstadt, Frauenkirche",,,,48.7642982,11.42038796,1422,http://mappinggothic.org/building/2470
"Kuttenberg, St Barbara",,,,49.94486267,15.26364146,1423,http://mappinggothic.org/building/2471
"Landshut, St Martin",,,,48.53424307,12.15155324,1424,http://mappinggothic.org/building/2472
"Lilienfeld, Cistercian Church",,,,48.01315188,15.59876215,1425,http://mappinggothic.org/building/2473
Limburg an der Lahn Cathedral,,,,50.38882208,8.067108638,1426,http://mappinggothic.org/building/2474
"Marburg, St Elizabeth",,,,50.81490058,8.77013426,1427,http://mappinggothic.org/building/2475
"Maulbronn Monastery, Church",,,,49.00072133,8.811585118,1428,http://mappinggothic.org/building/2476
Minden Cathedral,,,,52.28881453,8.919428765,1429,http://mappinggothic.org/building/2477
"Munich, Frauenkirche",,,,48.13851414,11.57373245,1430,http://mappinggothic.org/building/2478
"Naumburg, Cathedral",,,,51.15477596,11.80401647,1431,http://mappinggothic.org/building/2479
"Nuremburg, St Sebald",,,,49.45531435,11.0767582,1432,http://mappinggothic.org/building/2480
"Nuremburg, St Lorenz",,,,49.45103202,11.07868939,1433,http://mappinggothic.org/building/2482
"Oppenheim, St Catherine",,,,49.85388056,8.354676301,1434,http://mappinggothic.org/building/2483
Paderborn Cathedral,,,,51.71896402,8.756175561,1435,http://mappinggothic.org/building/2484
"Regensburg, Cathedral",,,,49.01957426,12.0984367,1436,http://mappinggothic.org/building/2485
"Regensburg, Dominican Church",,,,49.01810372,12.09077631,1437,http://mappinggothic.org/building/2486
"Schwäbisch Gmünd, Church of Holy Cross",,,,48.79881886,9.796652519,1438,http://mappinggothic.org/building/2487
"Schwäbisch Hall, St Michael",,,,49.11235697,9.73820278,1439,http://mappinggothic.org/building/2488
"Soest, Wiesenkirche",,,,51.57150103,8.107663733,1440,http://mappinggothic.org/building/2489
"Trier, Liebfraukirche",,,,49.75589572,6.643134567,1441,http://mappinggothic.org/building/2490
"Ulm, Minster",,,,48.39856412,9.992352349,1442,http://mappinggothic.org/building/2491
"Wasserburg, St Jacob",,,,48.06073244,12.23711238,1443,http://mappinggothic.org/building/2492
"Xanten, St Viktor",,,,51.66239984,6.453483317,1444,http://mappinggothic.org/building/2493
"Altenberg, Cistercian Church",,,,50.76531031,13.7539836,1445,http://mappinggothic.org/building/2494
"Breslau, St Elizabeth",,,,51.11161015,17.03034077,1446,http://mappinggothic.org/building/2495
"Chorin, Cistercian Church",,,,52.90003877,13.8669892,1447,http://mappinggothic.org/building/2496
"Feiburg-im-Breisgau, Minster",,,,47.9956334,7.853122815,1448,http://mappinggothic.org/building/2497
"Kolin, St Bartholomew",,,,50.02658633,15.20171382,1449,http://mappinggothic.org/building/2498
"Lübeck, Marienkirche",,,,53.86774542,10.68527071,1450,http://mappinggothic.org/building/2499
Magdeburg Cathedral,,,,52.12466107,11.63501407,1451,http://mappinggothic.org/building/2500
Prague Cathedral,,,,50.09092806,14.40044455,1452,http://mappinggothic.org/building/2501
"Verden, Cathedral",,,,52.91705263,9.228900608,1453,http://mappinggothic.org/building/2502
"Vienna, St Stephen",,,,48.20840915,16.37316941,1454,http://mappinggothic.org/building/2503
"Siena, Cathedral",,,,43.31785481,11.32920281,1455,http://mappinggothic.org/building/2504
"Florence, S. Maria Novella",,,,43.77491926,11.24933386,1456,http://mappinggothic.org/building/2505
"Florence, Santa Croce",,,,43.76819458,11.26321697,1457,http://mappinggothic.org/building/2506
"Casamari, Cistercian Monastery",,,,41.67139646,13.48764734,1458,http://mappinggothic.org/building/2507
"Santo Galgano, Cistercian Monastery",,,,43.17788447,11.19853203,1459,http://mappinggothic.org/building/2508
"Assisi, Saint Francis",,,,43.07482068,12.60554555,1460,http://mappinggothic.org/building/2509
Whitby Abbey,,,,54.48831263,-0.607371239,1461,http://mappinggothic.org/building/2510
"Barcelona, Cathedral of the Holy Cross and Saint Eulalia",,,,41.3839697,2.17662154,1462,http://mappinggothic.org/building/2511
Empúries Santa María in Castelló,,,,42.25962783,3.076381087,1463,http://mappinggothic.org/building/2512
"Granada, the Alhambra complex",,,,37.17684644,-3.590697864,1464,http://mappinggothic.org/building/2513
"León, San Isidoro",,,,42.60076904,-5.570795767,1465,http://mappinggothic.org/building/2514
Lleida Cathedral,,,,41.61838515,0.627099558,1466,http://mappinggothic.org/building/2515
"Manresa, Santa María",,,,41.72201901,1.827611109,1467,http://mappinggothic.org/building/2516
"Meira, Cistercian Church",,,,43.2130592,-7.291091948,1468,http://mappinggothic.org/building/2517
"Moreruela, Monestary",,,,41.81494035,-5.78013435,1469,http://mappinggothic.org/building/2518
"Oia, Monastery (Galicia)",,,,42.00304025,-8.876086906,1470,http://mappinggothic.org/building/2519
"Palencia, Cathedral",,,,42.01140257,-4.537090339,1471,http://mappinggothic.org/building/2520
Pamplona Cathedral,,,,42.8197768,-1.640793947,1472,http://mappinggothic.org/building/2521
"Poblet, Monastery Church",,,,41.380576,1.083461526,1473,http://mappinggothic.org/building/2522
"Santes Creus, Monastery Church",Monastery Church,,,41.34647575,1.364221857,1474,http://mappinggothic.org/building/2523
"Tarragona, Cathedral",,,,41.11932868,1.258207831,1475,http://mappinggothic.org/building/2524
"Pavia, Santa Maria del Carmine",,,,45.18454083,9.15345604,1476,http://mappinggothic.org/building/2525
"Venice, Santa Maria Glorisa dei Frari",,,,45.43702036,12.32614339,1477,http://mappinggothic.org/building/2526
"Venice, Santi Giovanni e Paolo",,,,45.4393228,12.34238953,1478,http://mappinggothic.org/building/2527
"Bologna, San Petronio",,,,44.49267501,11.34305591,1479,http://mappinggothic.org/building/2528
"Orvieto, Cathedral",,,,42.71727634,12.11369204,1480,http://mappinggothic.org/building/2529
"Todi, San Fortunato",,,,42.77994064,12.40601148,1481,http://mappinggothic.org/building/2530
"Bologna, San Francesco",,,,44.49479111,11.3357831,1482,http://mappinggothic.org/building/2531
"Naples, Santa Maria Donnaregina",Santa Maria Donnaregina,,,40.8545573,14.25844431,1483,http://mappinggothic.org/building/2532
test,,,,40.9999173,28.95875931,1484,http://mappinggothic.org/building/2533
Pantheon,,,,42.55308029,11.6015625,1485,http://mappinggothic.org/building/2534
"Istanbul, Saint Polyeuktos",,,,41.0141182,28.95322323,1486,http://mappinggothic.org/building/2535
"Istanbul, Kalenderhane Camii",,0,,41.01312246,28.96045983,1487,http://mappinggothic.org/building/2536
"Istanbul, Hippodrome",,,,41.00629756,28.97566795,1488,http://mappinggothic.org/building/2537
"Istanbul, Topkapi Palace",,,,41.01288768,28.9843154,1489,http://mappinggothic.org/building/2538
"Istanbul, Golden Gate",,,,,,1490,http://mappinggothic.org/building/2539
"Istanbul, Galata Tower",,,,41.02543058,28.97423029,1491,http://mappinggothic.org/building/2540
"Istanbul, Basilica Cistern",,,,41.0082771,28.97796929,1492,http://mappinggothic.org/building/2541
"Istanbul, Kilic Ali Pasha Mosque",,,,41.02628854,28.98097336,1493,http://mappinggothic.org/building/2542
"Istanbul, Sinan Pasha Mosque",,,,41.04225996,29.00623441,1494,http://mappinggothic.org/building/2543
"Istanbul, Kilise Camii",,,,41.01626143,28.96036595,1495,http://mappinggothic.org/building/2544
"Istanbul, Arap Camii",,0,,41.02432169,28.97108406,1496,http://mappinggothic.org/building/2545
"Istanbul, Suleymaniye District",,,,41.01857458,28.96294355,1497,http://mappinggothic.org/building/2546
Test 100,,,,49.03786795,27.421875,1498,http://mappinggothic.org/building/2547
"Villa Adriana, Library Court",,,,41.94207939,12.77654171,1499,http://mappinggothic.org/building/2548
"Villa Adriana, Greek Theater",,0,,41.94529538,12.77399898,1500,http://mappinggothic.org/building/2549
"Villa Adriana, Poikile",,,,41.94194373,12.77403116,1501,http://mappinggothic.org/building/2550
"Villa Adriana, Central Vestibule",,124,,41.93991669,12.77466416,1502,http://mappinggothic.org/building/2551
"Villa Adriana, Large Baths",,0,,41.93998053,12.7756083,1503,http://mappinggothic.org/building/2552
"Villa Adriana, Canopus",,,,41.93840833,12.77602673,1504,http://mappinggothic.org/building/2553
"Villa Adriana, Roccabruna",,0,,,,1505,http://mappinggothic.org/building/2554
"Villa Adriana, Academy",,,,41.93617367,12.7774322,1506,http://mappinggothic.org/building/2555
"Villa Adriana, Museum/Antiquarium",,0,,41.93531969,12.78134823,1507,http://mappinggothic.org/building/2556
"Villa Adriana, Odeum",,0,,41.93539152,12.77956724,1508,http://mappinggothic.org/building/2557
"Villa Adriana, Piazza d’Oro",,0,,41.93394691,12.78232455,1509,http://mappinggothic.org/building/2558
,,,,,,1510,http://mappinggothic.org/building/2559
,,,,,,1511,http://mappinggothic.org/building/2560
,,,,,,1512,http://mappinggothic.org/building/2561
"Istanbul, Atik Ali Pasha Camii",,,,41.00867785,28.97051811,1513,http://mappinggothic.org/building/2562
"Istanbul, Sokullu Mehmet Pasha Camii",,,,41.00479971,28.97200942,1514,http://mappinggothic.org/building/2563
"Istanbul, Church of Aya Triada",,,,41.0355352,28.98421884,1515,http://mappinggothic.org/building/2564
"Amadiye, Citadel",,,,37.09109562,43.48723412,1516,http://mappinggothic.org/building/2565
,,,,,,1517,http://mappinggothic.org/building/2566
,,,,,,1518,http://mappinggothic.org/building/2567
,,,,,,1519,http://mappinggothic.org/building/2568
"Gundük, Reliefs",,0,,36.8002648,43.79395008,1520,http://mappinggothic.org/building/2569
"Chicago, Monadnock Building",,,,41.87794116,-87.62958169,1521,http://mappinggothic.org/building/2570
"Chicago, Frank Lloyd Wright Home and Studio",,,,41.89409956,-87.79975176,1522,http://mappinggothic.org/building/2571
"Chicago, Robie House",,,,41.78979287,-87.59592533,1523,http://mappinggothic.org/building/2572
"Chicago, Unity Temple",,,,41.88834914,-87.7966404,1524,http://mappinggothic.org/building/2573
"Chicago, Museum of Science and Industry",,,,41.79053681,-87.58305073,1525,http://mappinggothic.org/building/2574
"Chicago, Illinois Institute of Technology",,,,41.83442177,-87.62849271,1526,http://mappinggothic.org/building/2575
"Chicago, Glessner House",,,,41.85769546,-87.62119174,1527,http://mappinggothic.org/building/2576
"Chicago, Tribune Building",,,,41.89042973,-87.62368083,1528,http://mappinggothic.org/building/2577
"Chicago, Charnley House",,0,,41.90764694,-87.62740374,1529,http://mappinggothic.org/building/2578
"Chicago, The Rookery",,,,41.87904354,-87.63189912,1530,http://mappinggothic.org/building/2579
"Chicago, Isidore Heller House",,,,41.80159885,-87.5968802,1531,http://mappinggothic.org/building/2580
"Chicago, Auditorium Building",,,,41.87588812,-87.62559056,1532,http://mappinggothic.org/building/2581
"Chicago, Harold Washington Library Center",,,,41.87626358,-87.62821913,1533,http://mappinggothic.org/building/2582
"Chicago, Cultural Center",,,,41.88375442,-87.6249522,1534,http://mappinggothic.org/building/2583
"Chicago, Board of Trade",,,,41.8779851,-87.63221562,1535,http://mappinggothic.org/building/2584
"Tokyo, Collezione",,,,35.66254829,139.7162676,1536,http://mappinggothic.org/building/2585
"Tokyo, Mode Gakuen Cocoon Tower",,,,35.69165993,139.6969691,1537,http://mappinggothic.org/building/2586
"Kyoto, Daigo-ji",,,,34.9509078,135.8196187,1538,http://mappinggothic.org/building/2587
"Tokyo, Edo-Tokyo Museum",,,,35.69645381,139.7960579,1539,http://mappinggothic.org/building/2588
"Kyoto, Ginkaku-ji",,,,35.02693023,135.7981825,1540,http://mappinggothic.org/building/2589
"Kyoto, Ginkaku-ji",,,,35.02687752,135.7981181,1541,http://mappinggothic.org/building/2590
"Tokyo, Yurakucho ITOCiA",,,,35.67412772,139.7637749,1542,http://mappinggothic.org/building/2591
"Tokyo, Maison Hermès",,,,35.67208826,139.7634691,1543,http://mappinggothic.org/building/2592
"Tokyo, Kojun Building",,,,35.67009233,139.7627074,1544,http://mappinggothic.org/building/2593
"Tokyo, De Beers Building",,,,35.67344355,139.7664356,1545,http://mappinggothic.org/building/2594
"Tokyo, Mikimoto Ginza 2",,,,35.67373552,139.7659314,1546,http://mappinggothic.org/building/2595
"Tokyo, HHStyle",,,,35.66631168,139.7056621,1547,http://mappinggothic.org/building/2596
"Kyoto, Higashi Honganji",,,,34.99141969,135.7582927,1548,http://mappinggothic.org/building/2597
"Tokyo, Hillside Terrace",,,,35.6479158,139.7003245,1549,http://mappinggothic.org/building/2598
"Tokyo, Royal Danish Embassy",,,,35.6483648,139.6998069,1550,http://mappinggothic.org/building/2599
"Himeji, Himeji Castle",,,,34.83978429,134.6938419,1551,http://mappinggothic.org/building/2600
"Tokyo, International House of Japan",,,,35.65846437,139.7334445,1552,http://mappinggothic.org/building/2601
"Tokyo, Jiyu Gakuen Myonichikan",,,,35.72666075,139.7072232,1553,http://mappinggothic.org/building/2602
"Kyoto, Kiyomizu-dera",,,,34.99479478,135.7850289,1554,http://mappinggothic.org/building/2603
"Nara, Kofuku-ji",,,,34.68317564,135.8335876,1555,http://mappinggothic.org/building/2604
"Tokyo, Lion Beer Hall",,,,35.66912921,139.763276,1556,http://mappinggothic.org/building/2605
"Tokyo, Metropolitan Festival Hall",,,,35.71420912,139.7751904,1557,http://mappinggothic.org/building/2606
"Kolossi, Sugar Mill",,,,34.66520679,32.93472111,1558,http://mappinggothic.org/building/2607
"Kolossi, Commandarie",,,,34.66532151,32.93415248,1559,http://mappinggothic.org/building/2608
"Kolossi, Church",,,,34.66623482,32.93454945,1560,http://mappinggothic.org/building/2609
"Paphos, 40 Colonnes",40 Colonnes,,,34.75765644,32.40962505,1561,http://mappinggothic.org/building/2610
"Kouklia, Manor",,,,34.70601379,32.57312715,1562,http://mappinggothic.org/building/2611
"Kouklia, Church",,,,34.70731914,32.5750798,1563,http://mappinggothic.org/building/2612
"Lysos, Church",Church,,,34.99544078,32.51142025,1564,http://mappinggothic.org/building/2613
"Paphos, Fort",Fort,,,34.75363693,32.40693212,1565,http://mappinggothic.org/building/2614
"Tokyo, Cinema Rise",,,,35.66155021,139.6987554,1566,http://mappinggothic.org/building/2615
